date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,score1,score2,1,X,2,highest1,highestX,highest2,Value1,ValueX,Value2
03/08/2018,1952,Mexican Primera Division Torneo Apertura,Veracruz,Morelia,30.14,39.84,0.3319,0.377,0.2911,1.2,1.3,,,3.01,3.44,2.65,3.00,3.40,2.56,1.00,0.99,0.97
03/08/2018,1952,Mexican Primera Division Torneo Apertura,Atlas,Pumas Unam,36.61,40.71,0.3982,0.329,0.2728,1.47,1.32,,,2.51,3.67,3.04,2.77,3.42,2.75,1.10,0.93,0.90
04/08/2018,1874,Swedish Allsvenskan,Brommapojkarna,Dalkurd FF,12.31,20.96,0.3311,0.4277,0.2412,1.43,1.65,,,3.02,4.15,2.34,2.61,3.50,2.88,0.86,0.84,1.23
04/08/2018,1874,Swedish Allsvenskan,Kalmar FF,IFK Goteborg,29.47,31.82,0.4432,0.2847,0.2721,1.39,1.06,,,2.26,3.68,3.51,2.22,3.47,3.60,0.98,0.94,1.02
04/08/2018,1859,Norwegian Tippeligaen,Ranheim,Rosenborg,28.45,53.97,0.1912,0.5799,0.2288,0.97,1.87,,,5.23,4.37,1.72,4.82,3.80,1.88,0.92,0.87,1.09
04/08/2018,2105,Brasileiro Série A,Botafogo,Santos,45.32,49.14,0.4461,0.2811,0.2729,1.36,1.02,,,2.24,3.66,3.56,2.75,3.22,2.90,1.23,0.88,0.82
04/08/2018,1951,Major League Soccer,Atlanta United FC,Toronto FC,45.86,38.99,0.5802,0.2067,0.2131,2.07,1.16,,,1.72,4.69,4.84,1.71,4.50,4.80,0.99,0.96,0.99
04/08/2018,2105,Brasileiro Série A,Grêmio,Flamengo,57.52,60.51,0.4597,0.2436,0.2966,1.22,0.81,,,2.18,3.37,4.11,2.20,3.30,4.15,1.01,0.98,1.01
04/08/2018,1952,Mexican Primera Division Torneo Apertura,Necaxa,Lobos de la BUAP,41.33,37.42,0.4756,0.2526,0.2718,1.58,1.08,,,2.10,3.68,3.96,1.72,3.80,6.00,0.82,1.03,1.52
04/08/2018,1951,Major League Soccer,Montreal Impact,DC United,27.04,28.98,0.4819,0.2746,0.2435,1.7,1.23,,,2.08,4.11,3.64,1.93,3.90,4.20,0.93,0.95,1.15
04/08/2018,1951,Major League Soccer,Orlando City SC,New England Revolution,24.49,28.63,0.4376,0.3312,0.2312,1.8,1.54,,,2.29,4.33,3.02,2.27,3.90,3.20,0.99,0.90,1.06
04/08/2018,1952,Mexican Primera Division Torneo Apertura,Pachuca,Club América,42.12,48.76,0.3642,0.3516,0.2842,1.32,1.29,,,2.75,3.52,2.84,2.60,3.40,2.94,0.95,0.97,1.03
04/08/2018,1951,Major League Soccer,FC Dallas,San Jose Earthquakes,35.78,23.55,0.6403,0.1546,0.2052,2.08,0.91,,,1.56,4.87,6.47,1.48,5.00,7.65,0.95,1.03,1.18
04/08/2018,2105,Brasileiro Série A,Corinthians,Atlético Paranaense,51.38,46.91,0.5354,0.2037,0.2609,1.51,0.82,,,1.87,3.83,4.91,1.89,3.60,5.00,1.01,0.94,1.02
04/08/2018,1951,Major League Soccer,New York City FC,Vancouver Whitecaps,43.44,25.56,0.7394,0.0999,0.1607,2.5,0.81,,,1.35,6.22,10.01,1.49,4.87,7.50,1.10,0.78,0.75
04/08/2018,1951,Major League Soccer,Minnesota United FC,Seattle Sounders FC,23.23,32.79,0.3594,0.3846,0.2559,1.39,1.44,,,2.78,3.91,2.60,2.27,3.80,3.28,0.82,0.97,1.26
04/08/2018,1951,Major League Soccer,Houston Dynamo,Sporting Kansas City,32.68,38.58,0.4292,0.3229,0.2479,1.6,1.35,,,2.33,4.03,3.10,2.26,3.80,3.40,0.97,0.94,1.10
04/08/2018,1951,Major League Soccer,Colorado Rapids,Los Angeles Galaxy,21.9,35.76,0.3494,0.4077,0.2429,1.48,1.61,,,2.86,4.12,2.45,2.63,3.75,2.80,0.92,0.91,1.14
04/08/2018,1952,Mexican Primera Division Torneo Apertura,Monterrey,Querétaro,54.99,35.67,0.6186,0.1316,0.2498,1.72,0.64,,,1.62,4.00,7.60,1.61,4.04,7.00,1.00,1.01,0.92
04/08/2018,1952,Mexican Primera Division Torneo Apertura,Cruz Azul,Tigres UANL,49.95,50.41,0.4139,0.2744,0.3116,1.23,0.94,,,2.42,3.21,3.64,2.63,3.44,2.84,1.09,1.07,0.78
04/08/2018,1951,Major League Soccer,Real Salt Lake,Chicago Fire,27.95,25.59,0.5291,0.2483,0.2225,1.97,1.29,,,1.89,4.49,4.03,1.73,4.30,5.00,0.92,0.96,1.24
04/08/2018,1951,Major League Soccer,Portland Timbers,Philadelphia Union,36.94,32.18,0.5507,0.22,0.2293,1.87,1.1,,,1.82,4.36,4.55,1.71,4.40,4.86,0.94,1.01,1.07
05/08/2018,1874,Swedish Allsvenskan,Hammarby,Trelleborgs FF,43.81,20.03,0.769,0.0832,0.1477,2.58,0.74,,,1.30,6.77,12.02,1.30,6.50,11.75,1.00,0.96,0.98
05/08/2018,1874,Swedish Allsvenskan,Orebro SK,BK Hacken,30.49,44.06,0.3105,0.4262,0.2633,1.19,1.44,,,3.22,3.80,2.35,2.93,3.60,2.55,0.91,0.95,1.09
05/08/2018,1859,Norwegian Tippeligaen,Stromsgodset,Bodo/Glimt,32.5,26.33,0.5244,0.225,0.2506,1.65,0.99,,,1.91,3.99,4.44,1.80,4.06,4.84,0.94,1.02,1.09
05/08/2018,1859,Norwegian Tippeligaen,Tromso,Haugesund,38.58,33.22,0.5249,0.2466,0.2285,1.91,1.25,,,1.91,4.38,4.06,2.12,3.60,3.90,1.11,0.82,0.96
05/08/2018,1859,Norwegian Tippeligaen,Valerenga,Sandefjord,27.21,14.21,0.6448,0.1504,0.2048,2.09,0.9,,,1.55,4.88,6.65,1.48,4.75,8.20,0.95,0.97,1.23
05/08/2018,1859,Norwegian Tippeligaen,Stabaek,Sarpsborg,22.43,39.67,0.2859,0.4817,0.2324,1.38,1.85,,,3.50,4.30,2.08,2.63,3.47,2.89,0.75,0.81,1.39
05/08/2018,1859,Norwegian Tippeligaen,Kristiansund BK,Odd BK,32.95,30.18,0.4834,0.2633,0.2534,1.61,1.12,,,2.07,3.95,3.80,2.43,3.37,3.35,1.17,0.85,0.88
05/08/2018,1952,Mexican Primera Division Torneo Apertura,Toluca,Guadalajara,46.21,39.21,0.498,0.2221,0.2799,1.52,0.92,,,2.01,3.57,4.50,1.79,3.64,5.50,0.89,1.02,1.22
05/08/2018,1859,Norwegian Tippeligaen,Lillestrom,Molde,24.8,47.85,0.2476,0.512,0.2404,1.15,1.76,,,4.04,4.16,1.95,3.01,3.50,2.55,0.75,0.84,1.31
05/08/2018,2105,Brasileiro Série A,Paraná,Ceará,36.34,37.46,0.468,0.2301,0.3018,1.2,0.75,,,2.14,3.31,4.35,2.16,3.24,4.20,1.01,0.98,0.97
05/08/2018,2105,Brasileiro Série A,Vítoria,Cruzeiro,39.75,52.51,0.3496,0.3828,0.2675,1.23,1.3,,,2.86,3.74,2.61,2.78,3.43,2.85,0.97,0.92,1.09
05/08/2018,2105,Brasileiro Série A,São Paulo,Vasco da Gama,57.25,42.81,0.6403,0.1399,0.2198,1.83,0.72,,,1.56,4.55,7.15,1.42,4.75,9.91,0.91,1.04,1.39
05/08/2018,2105,Brasileiro Série A,América Mineiro,Palmeiras,38.92,59.09,0.2858,0.4567,0.2575,1.13,1.49,,,3.50,3.88,2.19,3.38,3.40,2.34,0.97,0.88,1.07
05/08/2018,2105,Brasileiro Série A,Sport Recife,Chapecoense AF,41.92,44.82,0.4516,0.2676,0.2808,1.31,0.94,,,2.21,3.56,3.74,2.04,3.42,4.20,0.92,0.96,1.12
05/08/2018,2105,Brasileiro Série A,Fluminense,Bahía,46.9,47.89,0.4779,0.2608,0.2612,1.48,1.02,,,2.09,3.83,3.83,2.01,3.64,4.33,0.96,0.95,1.13
05/08/2018,1951,Major League Soccer,New York Red Bulls,Los Angeles FC,43.56,34.16,0.6102,0.1853,0.2046,2.16,1.11,,,1.64,4.89,5.40,1.55,5.00,6.25,0.95,1.02,1.16
05/08/2018,1952,Mexican Primera Division Torneo Apertura,Santos Laguna,Puebla,46.3,37.66,0.5224,0.2221,0.2555,1.75,1.05,,,1.91,3.91,4.50,1.80,3.88,5.00,0.94,0.99,1.11
05/08/2018,1952,Mexican Primera Division Torneo Apertura,Tijuana,León,42.83,37.82,0.4899,0.2361,0.274,1.56,1,,,2.04,3.65,4.24,2.02,3.58,4.20,0.99,0.98,0.99
06/08/2018,1874,Swedish Allsvenskan,GIF Sundsvall,IFK Norrkoping,33.15,46.67,0.3275,0.4238,0.2487,1.35,1.57,,,3.05,4.02,2.36,4.33,3.80,1.95,1.42,0.95,0.83
06/08/2018,1874,Swedish Allsvenskan,IF Elfsborg,Östersunds FK,32.64,49.52,0.2899,0.4563,0.2537,1.19,1.56,,,3.45,3.94,2.19,2.88,3.65,2.60,0.83,0.93,1.19
06/08/2018,1859,Norwegian Tippeligaen,SK Brann,IK Start,41.57,13.77,0.8254,0.0358,0.1389,2.3,0.3,,,1.21,7.20,27.93,1.48,4.87,8.45,1.22,0.68,0.30
06/08/2018,2105,Brasileiro Série A,Atletico Mineiro,Internacional,52.82,56.82,0.4312,0.3159,0.2529,1.5,1.25,,,2.32,3.95,3.17,2.08,3.52,4.30,0.90,0.89,1.36
08/08/2018,2105,Brasileiro Série A,Ceará,Santos,37.46,49.14,0.3645,0.3456,0.2899,1.13,1.09,,,2.74,3.45,2.89,,,,,,
10/08/2018,1859,Norwegian Tippeligaen,Sandefjord,Tromso,14.21,38.58,0.1999,0.5864,0.2137,1.13,2.07,,,5.00,4.68,1.71,,,,,,
10/08/2018,1874,Swedish Allsvenskan,IFK Goteborg,IK Sirius,31.82,22.37,0.5914,0.2034,0.2052,2.17,1.21,,,1.69,4.87,4.92,,,,,,
10/08/2018,4582,National Women's Soccer League,Chicago Red Stars,North Carolina FC,49.59,68.49,0.2698,0.4675,0.2627,1.15,1.6,,,3.71,3.81,2.14,,,,,,
10/08/2018,1952,Mexican Primera Division Torneo Apertura,Puebla,Veracruz,37.66,30.14,0.5072,0.2119,0.2809,1.51,0.88,,,1.97,3.56,4.72,,,,,,
10/08/2018,1952,Mexican Primera Division Torneo Apertura,Morelia,Necaxa,39.84,41.33,0.4152,0.3074,0.2775,1.46,1.22,,,2.41,3.60,3.25,,,,,,
11/08/2018,1874,Swedish Allsvenskan,Dalkurd FF,Malmo FF,20.96,50.48,0.1637,0.6465,0.1897,1.09,2.32,,,6.11,5.27,1.55,,,,,,
11/08/2018,1859,Norwegian Tippeligaen,Rosenborg,Stabaek,53.97,22.43,0.8417,0.0308,0.1274,2.4,0.29,,,1.19,7.85,32.47,,,,,,
11/08/2018,1874,Swedish Allsvenskan,Orebro SK,Brommapojkarna,30.49,12.31,0.7505,0.0805,0.169,2.24,0.58,,,1.33,5.92,12.42,,,,,,
11/08/2018,2105,Brasileiro Série A,Ceará,Atlético Paranaense,37.46,46.91,0.3872,0.3268,0.286,1.19,1.07,,,2.58,3.50,3.06,,,,,,
11/08/2018,4582,National Women's Soccer League,Utah Royals FC,Seattle Reign FC,39.84,49.44,0.3429,0.3015,0.3556,0.9,0.82,,,2.92,2.81,3.32,,,,,,
11/08/2018,2105,Brasileiro Série A,Bahía,América Mineiro,47.89,38.92,0.5831,0.1796,0.2373,1.71,0.83,,,1.71,4.21,5.57,,,,,,
11/08/2018,1952,Mexican Primera Division Torneo Apertura,Lobos de la BUAP,Atlas,37.42,36.61,0.4368,0.281,0.2822,1.45,1.11,,,2.29,3.54,3.56,,,,,,
11/08/2018,4582,National Women's Soccer League,Sky Blue FC,Houston Dash,29.61,41.37,0.3335,0.4172,0.2494,1.47,1.67,,,3.00,4.01,2.40,,,,,,
11/08/2018,1951,Major League Soccer,Columbus Crew,Houston Dynamo,34.56,32.68,0.5249,0.2293,0.2457,1.69,1.03,,,1.91,4.07,4.36,,,,,,
11/08/2018,1951,Major League Soccer,New England Revolution,Philadelphia Union,28.63,32.18,0.4541,0.3033,0.2426,1.68,1.34,,,2.20,4.12,3.30,,,,,,
11/08/2018,4582,National Women's Soccer League,Orlando Pride,Portland Thorns,47.25,55.53,0.3728,0.3744,0.2529,1.55,1.55,,,2.68,3.95,2.67,,,,,,
11/08/2018,1952,Mexican Primera Division Torneo Apertura,Tigres UANL,Toluca,50.41,46.21,0.4753,0.232,0.2926,1.41,0.9,,,2.10,3.42,4.31,,,,,,
11/08/2018,1952,Mexican Primera Division Torneo Apertura,León,Querétaro,37.82,35.67,0.4447,0.2672,0.2881,1.42,1.04,,,2.25,3.47,3.74,,,,,,
11/08/2018,1951,Major League Soccer,Chicago Fire,New York Red Bulls,25.59,43.56,0.2952,0.4739,0.231,1.41,1.84,,,3.39,4.33,2.11,,,,,,
11/08/2018,1951,Major League Soccer,Colorado Rapids,San Jose Earthquakes,21.9,23.55,0.4788,0.2664,0.2547,1.58,1.12,,,2.09,3.93,3.75,,,,,,
11/08/2018,1951,Major League Soccer,Real Salt Lake,Montreal Impact,27.95,27.04,0.4981,0.2584,0.2435,1.71,1.16,,,2.01,4.11,3.87,,,,,,
11/08/2018,1952,Mexican Primera Division Torneo Apertura,Club América,Monterrey,48.76,54.99,0.3676,0.3443,0.2881,1.3,1.25,,,2.72,3.47,2.90,,,,,,
11/08/2018,1951,Major League Soccer,Los Angeles Galaxy,Minnesota United FC,35.76,23.23,0.6488,0.1691,0.1821,2.49,1.22,,,1.54,5.49,5.91,,,,,,
11/08/2018,1951,Major League Soccer,Los Angeles FC,Sporting Kansas City,34.16,38.58,0.4368,0.3276,0.2356,1.74,1.48,,,2.29,4.24,3.05,,,,,,
11/08/2018,1951,Major League Soccer,Portland Timbers,Vancouver Whitecaps,36.94,25.56,0.6358,0.1645,0.1997,2.18,1.02,,,1.57,5.01,6.08,,,,,,
12/08/2018,1874,Swedish Allsvenskan,BK Hacken,Djurgardens IF,44.06,48.92,0.3999,0.3176,0.2825,1.26,1.09,,,2.50,3.54,3.15,,,,,,
12/08/2018,1874,Swedish Allsvenskan,Östersunds FK,Kalmar FF,49.52,29.47,0.6499,0.1257,0.2244,1.79,0.64,,,1.54,4.46,7.96,,,,,,
12/08/2018,2105,Brasileiro Série A,Flamengo,Cruzeiro,60.51,52.51,0.564,0.1747,0.2612,1.5,0.7,,,1.77,3.83,5.72,,,,,,
12/08/2018,1874,Swedish Allsvenskan,AIK,IF Elfsborg,57.62,32.64,0.7621,0.0671,0.1708,2.14,0.46,,,1.31,5.85,14.90,,,,,,
12/08/2018,1859,Norwegian Tippeligaen,Sarpsborg,Lillestrom,39.67,24.8,0.6192,0.1662,0.2146,2,0.93,,,1.61,4.66,6.02,,,,,,
12/08/2018,1859,Norwegian Tippeligaen,IK Start,Ranheim,13.77,28.45,0.2884,0.4697,0.2419,1.3,1.72,,,3.47,4.13,2.13,,,,,,
12/08/2018,1859,Norwegian Tippeligaen,Molde,SK Brann,47.85,41.57,0.5056,0.2412,0.2532,1.63,1.04,,,1.98,3.95,4.15,,,,,,
12/08/2018,1859,Norwegian Tippeligaen,Bodo/Glimt,Kristiansund BK,26.33,32.95,0.4043,0.3329,0.2628,1.43,1.28,,,2.47,3.81,3.00,,,,,,
12/08/2018,1859,Norwegian Tippeligaen,Odd BK,Stromsgodset,30.18,32.5,0.4503,0.2887,0.261,1.51,1.16,,,2.22,3.83,3.46,,,,,,
12/08/2018,2105,Brasileiro Série A,Atletico Mineiro,Santos,52.82,49.14,0.5212,0.2473,0.2315,1.8,1.17,,,1.92,4.32,4.04,,,,,,
12/08/2018,2105,Brasileiro Série A,Paraná,Botafogo,36.34,45.32,0.3899,0.3158,0.2944,1.15,1,,,2.56,3.40,3.17,,,,,,
12/08/2018,2105,Brasileiro Série A,Sport Recife,São Paulo,41.92,57.25,0.3298,0.401,0.2692,1.18,1.32,,,3.03,3.71,2.49,,,,,,
12/08/2018,2105,Brasileiro Série A,Chapecoense AF,Corinthians,44.82,51.38,0.4155,0.2879,0.2966,1.17,0.92,,,2.41,3.37,3.47,,,,,,
12/08/2018,1951,Major League Soccer,Toronto FC,New York City FC,38.99,43.44,0.4406,0.3253,0.2341,1.77,1.49,,,2.27,4.27,3.07,,,,,,
12/08/2018,1952,Mexican Primera Division Torneo Apertura,Pumas Unam,Pachuca,40.71,42.12,0.4167,0.318,0.2653,1.57,1.34,,,2.40,3.77,3.14,,,,,,
12/08/2018,2105,Brasileiro Série A,Grêmio,Vítoria,57.52,39.75,0.6797,0.1076,0.2126,1.83,0.57,,,1.47,4.70,9.29,,,,,,
12/08/2018,2105,Brasileiro Série A,Palmeiras,Vasco da Gama,59.09,42.81,0.6588,0.1325,0.2087,1.93,0.73,,,1.52,4.79,7.55,,,,,,
12/08/2018,1952,Mexican Primera Division Torneo Apertura,Guadalajara,Santos Laguna,39.21,46.3,0.3674,0.3503,0.2823,1.34,1.3,,,2.72,3.54,2.85,,,,,,
12/08/2018,1951,Major League Soccer,DC United,Orlando City SC,28.98,24.49,0.5588,0.2311,0.2101,2.15,1.33,,,1.79,4.76,4.33,,,,,,
12/08/2018,1952,Mexican Primera Division Torneo Apertura,Tijuana,Cruz Azul,42.83,49.95,0.3549,0.3381,0.307,1.16,1.12,,,2.82,3.26,2.96,,,,,,
12/08/2018,1951,Major League Soccer,Seattle Sounders FC,FC Dallas,32.79,35.78,0.4769,0.2573,0.2658,1.48,1.02,,,2.10,3.76,3.89,,,,,,
13/08/2018,1874,Swedish Allsvenskan,IFK Norrkoping,Hammarby,46.67,43.81,0.4983,0.273,0.2287,1.87,1.34,,,2.01,4.37,3.66,,,,,,
13/08/2018,1874,Swedish Allsvenskan,Trelleborgs FF,GIF Sundsvall,20.03,33.15,0.3004,0.4509,0.2486,1.27,1.61,,,3.33,4.02,2.22,,,,,,
13/08/2018,1859,Norwegian Tippeligaen,Haugesund,Valerenga,33.22,27.21,0.5409,0.231,0.2281,1.91,1.18,,,1.85,4.38,4.33,,,,,,
13/08/2018,2105,Brasileiro Série A,Fluminense,Internacional,46.9,56.82,0.3785,0.3334,0.2881,1.16,1.07,,,2.64,3.47,3.00,,,,,,
14/08/2018,1951,Major League Soccer,Los Angeles Galaxy,Colorado Rapids,35.76,21.9,0.645,0.1545,0.2005,2.14,0.94,,,1.55,4.99,6.47,,,,,,
15/08/2018,1951,Major League Soccer,DC United,Portland Timbers,28.98,36.94,0.4005,0.3578,0.2417,1.61,1.51,,,2.50,4.14,2.79,,,,,,
15/08/2018,1951,Major League Soccer,Los Angeles FC,Real Salt Lake,34.16,27.95,0.5654,0.2225,0.212,2.11,1.26,,,1.77,4.72,4.49,,,,,,
15/08/2018,4582,National Women's Soccer League,Seattle Reign FC,Chicago Red Stars,49.44,49.59,0.4533,0.2481,0.2985,1.31,0.89,,,2.21,3.35,4.03,,,,,,
17/08/2018,1874,Swedish Allsvenskan,IK Sirius,Dalkurd FF,22.37,20.96,0.4857,0.2986,0.2156,2.05,1.58,,,2.06,4.64,3.35,,,,,,
17/08/2018,1952,Mexican Primera Division Torneo Apertura,Veracruz,Guadalajara,30.14,39.21,0.3306,0.3608,0.3086,1.1,1.16,,,3.02,3.24,2.77,,,,,,
17/08/2018,4582,National Women's Soccer League,Houston Dash,Washington Spirit,41.37,30.8,0.5663,0.1713,0.2624,1.61,0.76,,,1.77,3.81,5.84,,,,,,
17/08/2018,1952,Mexican Primera Division Torneo Apertura,Atlas,Morelia,36.61,39.84,0.4011,0.3156,0.2833,1.4,1.21,,,2.49,3.53,3.17,,,,,,
18/08/2018,1874,Swedish Allsvenskan,Malmo FF,Trelleborgs FF,50.48,20.03,0.8249,0.0496,0.1255,2.63,0.5,,,1.21,7.97,20.16,,,,,,
18/08/2018,1859,Norwegian Tippeligaen,Kristiansund BK,Rosenborg,32.95,53.97,0.2337,0.5093,0.257,0.99,1.59,,,4.28,3.89,1.96,,,,,,
18/08/2018,1951,Major League Soccer,Seattle Sounders FC,Los Angeles Galaxy,32.79,35.76,0.4908,0.2625,0.2467,1.67,1.16,,,2.04,4.05,3.81,,,,,,
18/08/2018,1952,Mexican Primera Division Torneo Apertura,Cruz Azul,León,49.95,37.82,0.5651,0.1806,0.2543,1.74,0.87,,,1.77,3.93,5.54,,,,,,
18/08/2018,2105,Brasileiro Série A,Corinthians,Grêmio,51.38,57.52,0.411,0.2776,0.3114,1.09,0.84,,,2.43,3.21,3.60,,,,,,
18/08/2018,4582,National Women's Soccer League,Sky Blue FC,Utah Royals FC,29.61,39.84,0.3421,0.3623,0.2956,1.16,1.2,,,2.92,3.38,2.76,,,,,,
18/08/2018,1951,Major League Soccer,Philadelphia Union,New York City FC,32.18,43.44,0.3753,0.3798,0.2449,1.52,1.53,,,2.66,4.08,2.63,,,,,,
18/08/2018,4582,National Women's Soccer League,North Carolina FC,Orlando Pride,68.49,47.25,0.69,0.1199,0.1901,2.28,0.83,,,1.45,5.26,8.34,,,,,,
18/08/2018,1951,Major League Soccer,Vancouver Whitecaps,New York Red Bulls,25.56,43.56,0.2945,0.4751,0.2304,1.42,1.85,,,3.40,4.34,2.10,,,,,,
18/08/2018,1951,Major League Soccer,Montreal Impact,Chicago Fire,27.04,25.59,0.5243,0.2408,0.2349,1.81,1.15,,,1.91,4.26,4.15,,,,,,
18/08/2018,1952,Mexican Primera Division Torneo Apertura,Pachuca,Lobos de la BUAP,42.12,37.42,0.4839,0.2477,0.2684,1.61,1.08,,,2.07,3.73,4.04,,,,,,
18/08/2018,1951,Major League Soccer,FC Dallas,Minnesota United FC,35.78,23.23,0.6554,0.1543,0.1904,2.29,1.02,,,1.53,5.25,6.48,,,,,,
18/08/2018,2105,Brasileiro Série A,Santos,Sport Recife,49.14,41.92,0.564,0.1891,0.247,1.63,0.82,,,1.77,4.05,5.29,,,,,,
18/08/2018,1951,Major League Soccer,Sporting Kansas City,Portland Timbers,38.58,36.94,0.5137,0.2472,0.2391,1.76,1.15,,,1.95,4.18,4.05,,,,,,
18/08/2018,1951,Major League Soccer,Houston Dynamo,Real Salt Lake,32.68,27.95,0.5549,0.2207,0.2243,1.94,1.14,,,1.80,4.46,4.53,,,,,,
18/08/2018,1952,Mexican Primera Division Torneo Apertura,Querétaro,Club América,35.67,48.76,0.3035,0.3962,0.3003,1.08,1.27,,,3.29,3.33,2.52,,,,,,
18/08/2018,1952,Mexican Primera Division Torneo Apertura,Necaxa,Puebla,41.33,37.66,0.4703,0.2531,0.2766,1.53,1.05,,,2.13,3.62,3.95,,,,,,
18/08/2018,1951,Major League Soccer,San Jose Earthquakes,Toronto FC,23.55,38.99,0.3277,0.4389,0.2333,1.51,1.77,,,3.05,4.29,2.28,,,,,,
18/08/2018,1952,Mexican Primera Division Torneo Apertura,Monterrey,Pumas Unam,54.99,40.71,0.5941,0.173,0.2328,1.96,0.95,,,1.68,4.30,5.78,,,,,,
18/08/2018,4582,National Women's Soccer League,Portland Thorns,Chicago Red Stars,55.53,49.59,0.5168,0.2291,0.2541,1.71,1.05,,,1.93,3.94,4.36,,,,,,
19/08/2018,1874,Swedish Allsvenskan,IF Elfsborg,IFK Norrkoping,32.64,46.67,0.3225,0.4286,0.2489,1.33,1.57,,,3.10,4.02,2.33,,,,,,
19/08/2018,1874,Swedish Allsvenskan,GIF Sundsvall,BK Hacken,33.15,44.06,0.3386,0.3929,0.2685,1.23,1.35,,,2.95,3.72,2.55,,,,,,
19/08/2018,2105,Brasileiro Série A,Internacional,Paraná,56.82,36.34,0.6909,0.0831,0.226,1.67,0.4,,,1.45,4.42,12.03,,,,,,
19/08/2018,1874,Swedish Allsvenskan,Djurgardens IF,Kalmar FF,48.92,29.47,0.6477,0.1159,0.2364,1.67,0.54,,,1.54,4.23,8.63,,,,,,
19/08/2018,1874,Swedish Allsvenskan,Brommapojkarna,AIK,12.31,57.62,0.0661,0.791,0.1428,0.59,2.51,,,15.13,7.00,1.26,,,,,,
19/08/2018,1859,Norwegian Tippeligaen,Ranheim,Sandefjord,28.45,14.21,0.6573,0.1487,0.194,2.23,0.96,,,1.52,5.15,6.72,,,,,,
19/08/2018,1859,Norwegian Tippeligaen,SK Brann,Sarpsborg,41.57,39.67,0.5132,0.2395,0.2473,1.69,1.07,,,1.95,4.04,4.18,,,,,,
19/08/2018,1859,Norwegian Tippeligaen,Lillestrom,Haugesund,24.8,33.22,0.3801,0.3591,0.2608,1.4,1.36,,,2.63,3.83,2.78,,,,,,
19/08/2018,1859,Norwegian Tippeligaen,Stabaek,Molde,22.43,47.85,0.2153,0.5672,0.2175,1.18,2.04,,,4.64,4.60,1.76,,,,,,
19/08/2018,1859,Norwegian Tippeligaen,Stromsgodset,IK Start,32.5,13.77,0.7012,0.108,0.1908,2.12,0.69,,,1.43,5.24,9.26,,,,,,
19/08/2018,1952,Mexican Primera Division Torneo Apertura,Toluca,Tijuana,46.21,42.83,0.4583,0.2524,0.2892,1.42,0.98,,,2.18,3.46,3.96,,,,,,
19/08/2018,1859,Norwegian Tippeligaen,Valerenga,Tromso,27.21,38.58,0.3471,0.4143,0.2386,1.53,1.69,,,2.88,4.19,2.41,,,,,,
19/08/2018,2105,Brasileiro Série A,Cruzeiro,Bahía,52.51,47.89,0.5386,0.1998,0.2616,1.5,0.8,,,1.86,3.82,5.01,,,,,,
19/08/2018,2105,Brasileiro Série A,Botafogo,Atletico Mineiro,45.32,52.82,0.4186,0.3379,0.2436,1.57,1.39,,,2.39,4.11,2.96,,,,,,
19/08/2018,2105,Brasileiro Série A,Atlético Paranaense,Flamengo,46.91,60.51,0.3456,0.3837,0.2707,1.2,1.28,,,2.89,3.69,2.61,,,,,,
19/08/2018,2105,Brasileiro Série A,Vítoria,Palmeiras,39.75,59.09,0.2901,0.4681,0.2418,1.25,1.66,,,3.45,4.14,2.14,,,,,,
19/08/2018,1951,Major League Soccer,Atlanta United FC,Columbus Crew,45.86,34.56,0.6034,0.1709,0.2257,1.87,0.88,,,1.66,4.43,5.85,,,,,,
19/08/2018,2105,Brasileiro Série A,São Paulo,Chapecoense AF,57.25,44.82,0.6106,0.1443,0.2451,1.61,0.64,,,1.64,4.08,6.93,,,,,,
19/08/2018,2105,Brasileiro Série A,América Mineiro,Fluminense,38.92,46.9,0.402,0.3254,0.2726,1.3,1.14,,,2.49,3.67,3.07,,,,,,
19/08/2018,1952,Mexican Primera Division Torneo Apertura,Santos Laguna,Tigres UANL,46.3,50.41,0.3758,0.3337,0.2906,1.3,1.21,,,2.66,3.44,3.00,,,,,,
19/08/2018,1951,Major League Soccer,DC United,New England Revolution,28.98,28.63,0.4972,0.2708,0.232,1.84,1.31,,,2.01,4.31,3.69,,,,,,
19/08/2018,1951,Major League Soccer,Los Angeles FC,Colorado Rapids,34.16,21.9,0.6292,0.1631,0.2077,2.07,0.95,,,1.59,4.81,6.13,,,,,,
20/08/2018,1859,Norwegian Tippeligaen,Bodo/Glimt,Odd BK,26.33,30.18,0.4183,0.3006,0.2812,1.32,1.07,,,2.39,3.56,3.33,,,,,,
20/08/2018,1874,Swedish Allsvenskan,IFK Goteborg,Östersunds FK,31.82,49.52,0.2775,0.4802,0.2424,1.24,1.7,,,3.60,4.13,2.08,,,,,,
20/08/2018,1874,Swedish Allsvenskan,Hammarby,Orebro SK,43.81,30.49,0.6001,0.1866,0.2133,2.03,1.04,,,1.67,4.69,5.36,,,,,,
20/08/2018,1952,Mexican Primera Division Torneo Apertura,Puebla,Atlas,37.66,36.61,0.4391,0.2748,0.2861,1.43,1.07,,,2.28,3.50,3.64,,,,,,
20/08/2018,2105,Brasileiro Série A,Vasco da Gama,Ceará,42.81,37.46,0.5413,0.1968,0.262,1.5,0.79,,,1.85,3.82,5.08,,,,,,
